date,park,time,courts,applications,ratio
20221127,日比谷公園,1500-1700,5,77,15.4
20221128,日比谷公園,1500-1700,5,10,2.0
20221122,日比谷公園,1700-1900,5,9,1.8
20221123,日比谷公園,1700-1900,5,33,6.6
20221124,日比谷公園,1700-1900,5,9,1.8
20221125,日比谷公園,1700-1900,5,17,3.4
20221126,日比谷公園,1700-1900,5,52,10.4
20221127,日比谷公園,1700-1900,5,34,6.8
20221128,日比谷公園,1700-1900,5,4,0.8
20221122,日比谷公園,1900-2100,5,58,11.6
20221123,日比谷公園,1900-2100,5,25,5.0
20221124,日比谷公園,1900-2100,5,65,13.0
20221125,日比谷公園,1900-2100,5,40,8.0
20221126,日比谷公園,1900-2100,5,25,5.0
20221127,日比谷公園,1900-2100,5,38,7.6
20221128,日比谷公園,1900-2100,5,37,7.4
20221129,日比谷公園,900-1100,5,8,1.6
20221130,日比谷公園,900-1100,5,13,2.6
20221129,日比谷公園,1100-1300,5,15,3.0
20221130,日比谷公園,1100-1300,5,52,10.4
20221129,日比谷公園,1300-1500,5,16,3.2
20221130,日比谷公園,1300-1500,5,11,2.2
20221129,日比谷公園,1500-1700,5,17,3.4
20221130,日比谷公園,1500-1700,5,3,0.6
20221129,日比谷公園,1700-1900,5,16,3.2
20221130,日比谷公園,1700-1900,5,29,5.8
20221129,日比谷公園,1900-2100,5,43,8.6
20221130,日比谷公園,1900-2100,5,30,6.0
20221101,芝公園,900-1100,3,8,2.6666666666666665
20221102,芝公園,900-1100,3,7,2.3333333333333335
20221103,芝公園,900-1100,3,35,11.666666666666666
20221104,芝公園,900-1100,3,7,2.3333333333333335
20221105,芝公園,900-1100,3,30,10.0
20221101,芝公園,1100-1300,3,17,5.666666666666667
20221102,芝公園,1100-1300,3,6,2.0
20221103,芝公園,1100-1300,3,39,13.0
20221104,芝公園,1100-1300,3,5,1.6666666666666667
20221105,芝公園,1100-1300,3,34,11.333333333333334
20221101,芝公園,1300-1500,3,10,3.3333333333333335
20221102,芝公園,1300-1500,3,11,3.6666666666666665
20221103,芝公園,1300-1500,3,35,11.666666666666666
20221104,芝公園,1300-1500,3,9,3.0
20221105,芝公園,1300-1500,3,37,12.333333333333334
20221101,芝公園,1500-1700,3,5,1.6666666666666667
20221102,芝公園,1500-1700,3,4,1.3333333333333333
20221103,芝公園,1500-1700,3,23,7.666666666666667
20221104,芝公園,1500-1700,3,3,1.0
20221105,芝公園,1500-1700,3,39,13.0
20221101,芝公園,1700-1900,3,3,1.0
20221102,芝公園,1700-1900,3,3,1.0
20221103,芝公園,1700-1900,3,11,3.6666666666666665
20221104,芝公園,1700-1900,3,9,3.0
20221105,芝公園,1700-1900,3,33,11.0
20221106,芝公園,1700-1900,3,19,6.333333333333333
20221107,芝公園,1700-1900,3,3,1.0
20221101,芝公園,1900-2100,3,11,3.6666666666666665
20221102,芝公園,1900-2100,3,42,14.0
20221103,芝公園,1900-2100,3,8,2.6666666666666665
20221104,芝公園,1900-2100,3,15,5.0
20221105,芝公園,1900-2100,3,15,5.0
20221106,芝公園,1900-2100,3,19,6.333333333333333
20221107,芝公園,1900-2100,3,6,2.0
20221108,芝公園,900-1100,3,10,3.3333333333333335
20221109,芝公園,900-1100,3,12,4.0
20221110,芝公園,900-1100,3,16,5.333333333333333
20221111,芝公園,900-1100,3,10,3.3333333333333335
20221112,芝公園,900-1100,3,28,9.333333333333334
20221113,芝公園,900-1100,3,63,21.0
20221108,芝公園,1100-1300,3,9,3.0
20221109,芝公園,1100-1300,3,8,2.6666666666666665
20221110,芝公園,1100-1300,3,11,3.6666666666666665
20221111,芝公園,1100-1300,3,11,3.6666666666666665
20221112,芝公園,1100-1300,3,38,12.666666666666666
20221113,芝公園,1100-1300,3,50,16.666666666666668
20221108,芝公園,1300-1500,3,15,5.0
20221109,芝公園,1300-1500,3,9,3.0
20221110,芝公園,1300-1500,3,14,4.666666666666667
20221111,芝公園,1300-1500,3,8,2.6666666666666665
20221112,芝公園,1300-1500,3,59,19.666666666666668
20221113,芝公園,1300-1500,3,42,14.0
20221114,芝公園,1300-1500,3,6,2.0
20221108,芝公園,1500-1700,3,8,2.6666666666666665
20221109,芝公園,1500-1700,3,9,3.0
20221110,芝公園,1500-1700,3,8,2.6666666666666665
20221111,芝公園,1500-1700,3,30,10.0
20221112,芝公園,1500-1700,3,45,15.0
20221113,芝公園,1500-1700,3,55,18.333333333333332
20221114,芝公園,1500-1700,3,10,3.3333333333333335
20221108,芝公園,1700-1900,3,3,1.0
20221109,芝公園,1700-1900,3,3,1.0
20221110,芝公園,1700-1900,3,8,2.6666666666666665
20221111,芝公園,1700-1900,3,15,5.0
20221112,芝公園,1700-1900,3,19,6.333333333333333
20221113,芝公園,1700-1900,3,17,5.666666666666667
20221114,芝公園,1700-1900,3,3,1.0
20221108,芝公園,1900-2100,3,15,5.0
20221109,芝公園,1900-2100,3,38,12.666666666666666
20221110,芝公園,1900-2100,3,20,6.666666666666667
20221111,芝公園,1900-2100,3,39,13.0
20221112,芝公園,1900-2100,3,19,6.333333333333333
20221113,芝公園,1900-2100,3,15,5.0
20221114,芝公園,1900-2100,3,11,3.6666666666666665
20221115,芝公園,900-1100,3,10,3.3333333333333335
20221116,芝公園,900-1100,3,7,2.3333333333333335
20221117,芝公園,900-1100,3,11,3.6666666666666665
20221118,芝公園,900-1100,3,11,3.6666666666666665
20221119,芝公園,900-1100,3,33,11.0
20221120,芝公園,900-1100,3,39,13.0
20221121,芝公園,900-1100,3,7,2.3333333333333335
20221115,芝公園,1100-1300,3,12,4.0
20221116,芝公園,1100-1300,3,10,3.3333333333333335
20221117,芝公園,1100-1300,3,12,4.0
20221118,芝公園,1100-1300,3,23,7.666666666666667
20221119,芝公園,1100-1300,3,42,14.0
20221120,芝公園,1100-1300,3,37,12.333333333333334
20221121,芝公園,1100-1300,3,21,7.0
20221115,芝公園,1300-1500,3,17,5.666666666666667
20221116,芝公園,1300-1500,3,13,4.333333333333333
20221117,芝公園,1300-1500,3,18,6.0
20221118,芝公園,1300-1500,3,21,7.0
20221119,芝公園,1300-1500,3,57,19.0
20221120,芝公園,1300-1500,3,38,12.666666666666666
20221121,芝公園,1300-1500,3,19,6.333333333333333
20221115,芝公園,1500-1700,3,3,1.0
20221116,芝公園,1500-1700,3,12,4.0
20221117,芝公園,1500-1700,3,19,6.333333333333333
20221118,芝公園,1500-1700,3,34,11.333333333333334
20221119,芝公園,1500-1700,3,65,21.666666666666668
20221120,芝公園,1500-1700,3,31,10.333333333333334
20221115,芝公園,1700-1900,3,3,1.0
20221116,芝公園,1700-1900,3,15,5.0
20221117,芝公園,1700-1900,3,9,3.0
20221118,芝公園,1700-1900,3,12,4.0
20221119,芝公園,1700-1900,3,21,7.0
20221120,芝公園,1700-1900,3,17,5.666666666666667
20221115,芝公園,1900-2100,3,28,9.333333333333334
20221116,芝公園,1900-2100,3,17,5.666666666666667
20221117,芝公園,1900-2100,3,23,7.666666666666667
20221118,芝公園,1900-2100,3,9,3.0
20221119,芝公園,1900-2100,3,21,7.0
20221120,芝公園,1900-2100,3,20,6.666666666666667
20221123,芝公園,900-1100,3,43,14.333333333333334
20221124,芝公園,900-1100,3,9,3.0
20221125,芝公園,900-1100,3,7,2.3333333333333335
20221126,芝公園,900-1100,3,47,15.666666666666666
20221127,芝公園,900-1100,3,41,13.666666666666666
20221123,芝公園,1100-1300,3,35,11.666666666666666
20221124,芝公園,1100-1300,3,19,6.333333333333333
20221125,芝公園,1100-1300,3,6,2.0
20221126,芝公園,1100-1300,3,40,13.333333333333334
20221127,芝公園,1100-1300,3,42,14.0
20221123,芝公園,1300-1500,3,28,9.333333333333334
20221124,芝公園,1300-1500,3,14,4.666666666666667
20221125,芝公園,1300-1500,3,4,1.3333333333333333
20221126,芝公園,1300-1500,3,44,14.666666666666666
20221127,芝公園,1300-1500,3,41,13.666666666666666
20221128,芝公園,1300-1500,3,12,4.0
20221123,芝公園,1500-1700,3,22,7.333333333333333
20221124,芝公園,1500-1700,3,6,2.0
20221125,芝公園,1500-1700,3,11,3.6666666666666665
20221126,芝公園,1500-1700,3,40,13.333333333333334
20221127,芝公園,1500-1700,3,41,13.666666666666666
20221128,芝公園,1500-1700,3,15,5.0
20221122,芝公園,1700-1900,3,4,1.3333333333333333
20221123,芝公園,1700-1900,3,11,3.6666666666666665
20221124,芝公園,1700-1900,3,6,2.0
20221125,芝公園,1700-1900,3,3,1.0
20221126,芝公園,1700-1900,3,21,7.0
20221127,芝公園,1700-1900,3,44,14.666666666666666
20221128,芝公園,1700-1900,3,3,1.0
20221122,芝公園,1900-2100,3,26,8.666666666666666
20221123,芝公園,1900-2100,3,8,2.6666666666666665
20221124,芝公園,1900-2100,3,14,4.666666666666667
20221125,芝公園,1900-2100,3,27,9.0
20221126,芝公園,1900-2100,3,13,4.333333333333333
20221127,芝公園,1900-2100,3,15,5.0
20221128,芝公園,1900-2100,3,12,4.0
20221129,芝公園,900-1100,3,8,2.6666666666666665
20221130,芝公園,900-1100,3,5,1.6666666666666667
20221129,芝公園,1100-1300,3,22,7.333333333333333
20221130,芝公園,1100-1300,3,17,5.666666666666667
20221129,芝公園,1300-1500,3,11,3.6666666666666665
20221130,芝公園,1300-1500,3,10,3.3333333333333335
20221129,芝公園,1500-1700,3,13,4.333333333333333
20221130,芝公園,1500-1700,3,15,5.0
20221129,芝公園,1700-1900,3,3,1.0
20221130,芝公園,1700-1900,3,12,4.0
20221129,芝公園,1900-2100,3,43,14.333333333333334
20221130,芝公園,1900-2100,3,23,7.666666666666667
20221101,猿江恩賜公園,900-1100,8,7,0.875
20221102,猿江恩賜公園,900-1100,8,2,0.25
20221105,猿江恩賜公園,900-1100,8,85,10.625
20221107,猿江恩賜公園,900-1100,8,4,0.5
20221101,猿江恩賜公園,1100-1300,8,4,0.5
20221102,猿江恩賜公園,1100-1300,8,7,0.875
20221104,猿江恩賜公園,1100-1300,8,4,0.5
20221105,猿江恩賜公園,1100-1300,8,84,10.5
20221107,猿江恩賜公園,1100-1300,8,8,1.0
20221101,猿江恩賜公園,1300-1500,8,1,0.125
20221102,猿江恩賜公園,1300-1500,8,4,0.5
20221104,猿江恩賜公園,1300-1500,8,4,0.5
20221105,猿江恩賜公園,1300-1500,8,70,8.75
20221107,猿江恩賜公園,1300-1500,8,3,0.375
20221101,猿江恩賜公園,1500-1700,8,1,0.125
20221102,猿江恩賜公園,1500-1700,8,3,0.375
20221104,猿江恩賜公園,1500-1700,8,3,0.375
20221105,猿江恩賜公園,1500-1700,8,86,10.75
20221107,猿江恩賜公園,1500-1700,8,2,0.25
20221101,猿江恩賜公園,1700-1900,8,3,0.375
20221102,猿江恩賜公園,1700-1900,8,7,0.875
20221103,猿江恩賜公園,1700-1900,8,34,4.25
20221104,猿江恩賜公園,1700-1900,8,4,0.5
20221105,猿江恩賜公園,1700-1900,8,65,8.125
20221107,猿江恩賜公園,1700-1900,8,6,0.75
20221101,猿江恩賜公園,1900-2100,8,19,2.375
20221102,猿江恩賜公園,1900-2100,8,49,6.125
20221103,猿江恩賜公園,1900-2100,8,15,1.875
20221104,猿江恩賜公園,1900-2100,8,23,2.875
20221105,猿江恩賜公園,1900-2100,8,43,5.375
20221106,猿江恩賜公園,1900-2100,8,17,2.125
20221107,猿江恩賜公園,1900-2100,8,34,4.25
20221108,猿江恩賜公園,900-1100,8,10,1.25
20221109,猿江恩賜公園,900-1100,8,2,0.25
20221110,猿江恩賜公園,900-1100,8,4,0.5
20221111,猿江恩賜公園,900-1100,8,6,0.75
20221112,猿江恩賜公園,900-1100,8,83,10.375
20221113,猿江恩賜公園,900-1100,8,167,20.875
20221114,猿江恩賜公園,900-1100,8,5,0.625
20221108,猿江恩賜公園,1100-1300,8,6,0.75
20221109,猿江恩賜公園,1100-1300,8,7,0.875
20221110,猿江恩賜公園,1100-1300,8,32,4.0
20221111,猿江恩賜公園,1100-1300,8,8,1.0
20221112,猿江恩賜公園,1100-1300,8,126,15.75
20221113,猿江恩賜公園,1100-1300,8,98,12.25
20221114,猿江恩賜公園,1100-1300,8,7,0.875
20221108,猿江恩賜公園,1300-1500,8,3,0.375
20221109,猿江恩賜公園,1300-1500,8,2,0.25
20221110,猿江恩賜公園,1300-1500,8,2,0.25
20221111,猿江恩賜公園,1300-1500,8,13,1.625
20221112,猿江恩賜公園,1300-1500,8,97,12.125
20221113,猿江恩賜公園,1300-1500,8,85,10.625
20221114,猿江恩賜公園,1300-1500,8,4,0.5
20221108,猿江恩賜公園,1500-1700,8,0,0.0
20221109,猿江恩賜公園,1500-1700,8,3,0.375
20221110,猿江恩賜公園,1500-1700,8,0,0.0
20221111,猿江恩賜公園,1500-1700,8,2,0.25
20221112,猿江恩賜公園,1500-1700,8,129,16.125
20221113,猿江恩賜公園,1500-1700,8,90,11.25
20221114,猿江恩賜公園,1500-1700,8,2,0.25
20221108,猿江恩賜公園,1700-1900,8,3,0.375
20221109,猿江恩賜公園,1700-1900,8,1,0.125
20221110,猿江恩賜公園,1700-1900,8,12,1.5
20221111,猿江恩賜公園,1700-1900,8,7,0.875
20221112,猿江恩賜公園,1700-1900,8,50,6.25
20221113,猿江恩賜公園,1700-1900,8,55,6.875
20221114,猿江恩賜公園,1700-1900,8,10,1.25
20221108,猿江恩賜公園,1900-2100,8,25,3.125
20221109,猿江恩賜公園,1900-2100,8,66,8.25
20221110,猿江恩賜公園,1900-2100,8,61,7.625
20221111,猿江恩賜公園,1900-2100,8,45,5.625
20221112,猿江恩賜公園,1900-2100,8,41,5.125
20221113,猿江恩賜公園,1900-2100,8,30,3.75
20221114,猿江恩賜公園,1900-2100,8,21,2.625
20221115,猿江恩賜公園,900-1100,8,6,0.75
20221116,猿江恩賜公園,900-1100,8,0,0.0
20221117,猿江恩賜公園,900-1100,8,1,0.125
20221118,猿江恩賜公園,900-1100,8,3,0.375
20221119,猿江恩賜公園,900-1100,8,91,11.375
20221120,猿江恩賜公園,900-1100,8,100,12.5
20221121,猿江恩賜公園,900-1100,8,5,0.625
20221115,猿江恩賜公園,1100-1300,8,11,1.375
20221116,猿江恩賜公園,1100-1300,8,7,0.875
20221117,猿江恩賜公園,1100-1300,8,7,0.875
20221118,猿江恩賜公園,1100-1300,8,5,0.625
20221119,猿江恩賜公園,1100-1300,8,74,9.25
20221120,猿江恩賜公園,1100-1300,8,83,10.375
20221121,猿江恩賜公園,1100-1300,8,9,1.125
20221115,猿江恩賜公園,1300-1500,8,5,0.625
20221116,猿江恩賜公園,1300-1500,8,4,0.5
20221117,猿江恩賜公園,1300-1500,8,1,0.125
20221118,猿江恩賜公園,1300-1500,8,7,0.875
20221119,猿江恩賜公園,1300-1500,8,121,15.125
20221120,猿江恩賜公園,1300-1500,8,85,10.625
20221121,猿江恩賜公園,1300-1500,8,5,0.625
20221115,猿江恩賜公園,1500-1700,8,0,0.0
20221116,猿江恩賜公園,1500-1700,8,3,0.375
20221117,猿江恩賜公園,1500-1700,8,1,0.125
20221118,猿江恩賜公園,1500-1700,8,2,0.25
20221119,猿江恩賜公園,1500-1700,8,153,19.125
20221120,猿江恩賜公園,1500-1700,8,69,8.625
20221121,猿江恩賜公園,1500-1700,8,3,0.375
20221115,猿江恩賜公園,1700-1900,8,8,1.0
20221116,猿江恩賜公園,1700-1900,8,12,1.5
20221117,猿江恩賜公園,1700-1900,8,4,0.5
20221118,猿江恩賜公園,1700-1900,8,6,0.75
20221119,猿江恩賜公園,1700-1900,8,40,5.0
20221120,猿江恩賜公園,1700-1900,8,30,3.75
20221121,猿江恩賜公園,1700-1900,8,1,0.125
20221115,猿江恩賜公園,1900-2100,8,37,4.625
20221116,猿江恩賜公園,1900-2100,8,52,6.5
20221117,猿江恩賜公園,1900-2100,8,44,5.5
20221118,猿江恩賜公園,1900-2100,8,46,5.75
20221119,猿江恩賜公園,1900-2100,8,32,4.0
20221120,猿江恩賜公園,1900-2100,8,12,1.5
20221121,猿江恩賜公園,1900-2100,8,31,3.875
20221122,猿江恩賜公園,900-1100,8,19,2.375
20221123,猿江恩賜公園,900-1100,8,65,8.125
20221124,猿江恩賜公園,900-1100,8,2,0.25
20221125,猿江恩賜公園,900-1100,8,2,0.25
20221126,猿江恩賜公園,900-1100,8,91,11.375
20221127,猿江恩賜公園,900-1100,8,117,14.625
20221128,猿江恩賜公園,900-1100,8,3,0.375
20221122,猿江恩賜公園,1100-1300,8,6,0.75
20221123,猿江恩賜公園,1100-1300,8,74,9.25
20221124,猿江恩賜公園,1100-1300,8,11,1.375
20221125,猿江恩賜公園,1100-1300,8,9,1.125
20221126,猿江恩賜公園,1100-1300,8,114,14.25
20221127,猿江恩賜公園,1100-1300,8,59,7.375
20221128,猿江恩賜公園,1100-1300,8,5,0.625
20221122,猿江恩賜公園,1300-1500,8,0,0.0
20221123,猿江恩賜公園,1300-1500,8,64,8.0
20221124,猿江恩賜公園,1300-1500,8,1,0.125
20221125,猿江恩賜公園,1300-1500,8,2,0.25
20221126,猿江恩賜公園,1300-1500,8,107,13.375
20221127,猿江恩賜公園,1300-1500,8,59,7.375
20221128,猿江恩賜公園,1300-1500,8,2,0.25
20221122,猿江恩賜公園,1500-1700,8,0,0.0
20221123,猿江恩賜公園,1500-1700,8,60,7.5
20221124,猿江恩賜公園,1500-1700,8,1,0.125
20221125,猿江恩賜公園,1500-1700,8,3,0.375
20221126,猿江恩賜公園,1500-1700,8,93,11.625
20221127,猿江恩賜公園,1500-1700,8,54,6.75
20221128,猿江恩賜公園,1500-1700,8,2,0.25
20221122,猿江恩賜公園,1700-1900,8,5,0.625
20221123,猿江恩賜公園,1700-1900,8,21,2.625
20221124,猿江恩賜公園,1700-1900,8,2,0.25
20221125,猿江恩賜公園,1700-1900,8,6,0.75
20221126,猿江恩賜公園,1700-1900,8,59,7.375
20221127,猿江恩賜公園,1700-1900,8,42,5.25
20221128,猿江恩賜公園,1700-1900,8,0,0.0
20221122,猿江恩賜公園,1900-2100,8,33,4.125
20221123,猿江恩賜公園,1900-2100,8,13,1.625
20221124,猿江恩賜公園,1900-2100,8,51,6.375
20221125,猿江恩賜公園,1900-2100,8,59,7.375
20221126,猿江恩賜公園,1900-2100,8,51,6.375
20221127,猿江恩賜公園,1900-2100,8,23,2.875
20221128,猿江恩賜公園,1900-2100,8,23,2.875
20221129,猿江恩賜公園,900-1100,8,7,0.875
20221130,猿江恩賜公園,900-1100,8,0,0.0
20221129,猿江恩賜公園,1100-1300,8,5,0.625
20221130,猿江恩賜公園,1100-1300,8,6,0.75
20221129,猿江恩賜公園,1300-1500,8,0,0.0
20221130,猿江恩賜公園,1300-1500,8,3,0.375
20221129,猿江恩賜公園,1500-1700,8,1,0.125
20221130,猿江恩賜公園,1500-1700,8,4,0.5
20221129,猿江恩賜公園,1700-1900,8,8,1.0
20221130,猿江恩賜公園,1700-1900,8,2,0.25
20221129,猿江恩賜公園,1900-2100,8,21,2.625
20221130,猿江恩賜公園,1900-2100,8,21,2.625
20221101,亀戸中央公園,900-1100,4,3,0.75
20221102,亀戸中央公園,900-1100,4,0,0.0
20221103,亀戸中央公園,900-1100,4,15,3.75
20221104,亀戸中央公園,900-1100,4,1,0.25
20221105,亀戸中央公園,900-1100,4,34,8.5
20221106,亀戸中央公園,900-1100,4,35,8.75
20221107,亀戸中央公園,900-1100,4,0,0.0
20221101,亀戸中央公園,1100-1300,4,2,0.5
20221102,亀戸中央公園,1100-1300,4,0,0.0
20221103,亀戸中央公園,1100-1300,4,26,6.5
20221104,亀戸中央公園,1100-1300,4,1,0.25
20221105,亀戸中央公園,1100-1300,4,66,16.5
20221106,亀戸中央公園,1100-1300,4,42,10.5
20221107,亀戸中央公園,1100-1300,4,0,0.0
20221101,亀戸中央公園,1300-1500,4,0,0.0
20221102,亀戸中央公園,1300-1500,4,0,0.0
20221103,亀戸中央公園,1300-1500,4,22,5.5
20221104,亀戸中央公園,1300-1500,4,1,0.25
20221105,亀戸中央公園,1300-1500,4,51,12.75
20221106,亀戸中央公園,1300-1500,4,38,9.5
20221107,亀戸中央公園,1300-1500,4,0,0.0
20221101,亀戸中央公園,1500-1700,4,0,0.0
20221102,亀戸中央公園,1500-1700,4,0,0.0
20221103,亀戸中央公園,1500-1700,4,22,5.5
20221104,亀戸中央公園,1500-1700,4,1,0.25
20221105,亀戸中央公園,1500-1700,4,60,15.0
