date,park,time,courts,applications,ratio
20221201,猿江恩賜公園,1700-1900,8,13,1.625
20221202,猿江恩賜公園,1700-1900,8,3,0.375
20221203,猿江恩賜公園,1700-1900,8,60,7.5
20221204,猿江恩賜公園,1700-1900,8,65,8.125
20221205,猿江恩賜公園,1700-1900,8,23,2.875
20221206,猿江恩賜公園,1700-1900,8,8,1.0
20221207,猿江恩賜公園,1700-1900,8,24,3.0
20221201,猿江恩賜公園,1900-2100,8,26,3.25
20221202,猿江恩賜公園,1900-2100,8,21,2.625
20221203,猿江恩賜公園,1900-2100,8,68,8.5
20221204,猿江恩賜公園,1900-2100,8,14,1.75
20221205,猿江恩賜公園,1900-2100,8,19,2.375
20221206,猿江恩賜公園,1900-2100,8,40,5.0
20221207,猿江恩賜公園,1900-2100,8,71,8.875
20221208,猿江恩賜公園,900-1100,8,1,0.125
20221209,猿江恩賜公園,900-1100,8,1,0.125
20221210,猿江恩賜公園,900-1100,8,82,10.25
20221211,猿江恩賜公園,900-1100,8,160,20.0
20221212,猿江恩賜公園,900-1100,8,6,0.75
20221213,猿江恩賜公園,900-1100,8,10,1.25
20221214,猿江恩賜公園,900-1100,8,0,0.0
20221208,猿江恩賜公園,1100-1300,8,19,2.375
20221209,猿江恩賜公園,1100-1300,8,10,1.25
20221210,猿江恩賜公園,1100-1300,8,115,14.375
20221211,猿江恩賜公園,1100-1300,8,127,15.875
20221212,猿江恩賜公園,1100-1300,8,9,1.125
20221213,猿江恩賜公園,1100-1300,8,7,0.875
20221214,猿江恩賜公園,1100-1300,8,12,1.5
20221208,猿江恩賜公園,1300-1500,8,2,0.25
20221209,猿江恩賜公園,1300-1500,8,15,1.875
20221210,猿江恩賜公園,1300-1500,8,146,18.25
20221211,猿江恩賜公園,1300-1500,8,117,14.625
20221212,猿江恩賜公園,1300-1500,8,3,0.375
20221213,猿江恩賜公園,1300-1500,8,1,0.125
20221214,猿江恩賜公園,1300-1500,8,11,1.375
20221208,猿江恩賜公園,1500-1700,8,2,0.25
20221209,猿江恩賜公園,1500-1700,8,14,1.75
20221210,猿江恩賜公園,1500-1700,8,120,15.0
20221211,猿江恩賜公園,1500-1700,8,104,13.0
20221212,猿江恩賜公園,1500-1700,8,2,0.25
20221213,猿江恩賜公園,1500-1700,8,2,0.25
20221214,猿江恩賜公園,1500-1700,8,3,0.375
20221208,猿江恩賜公園,1700-1900,8,19,2.375
20221209,猿江恩賜公園,1700-1900,8,17,2.125
20221210,猿江恩賜公園,1700-1900,8,61,7.625
20221211,猿江恩賜公園,1700-1900,8,40,5.0
20221212,猿江恩賜公園,1700-1900,8,3,0.375
20221213,猿江恩賜公園,1700-1900,8,19,2.375
20221214,猿江恩賜公園,1700-1900,8,16,2.0
20221208,猿江恩賜公園,1900-2100,8,41,5.125
20221209,猿江恩賜公園,1900-2100,8,32,4.0
20221210,猿江恩賜公園,1900-2100,8,41,5.125
20221211,猿江恩賜公園,1900-2100,8,12,1.5
20221212,猿江恩賜公園,1900-2100,8,37,4.625
20221213,猿江恩賜公園,1900-2100,8,27,3.375
20221214,猿江恩賜公園,1900-2100,8,41,5.125
20221215,猿江恩賜公園,900-1100,8,0,0.0
20221216,猿江恩賜公園,900-1100,8,3,0.375
20221217,猿江恩賜公園,900-1100,8,97,12.125
20221218,猿江恩賜公園,900-1100,8,126,15.75
20221219,猿江恩賜公園,900-1100,8,3,0.375
20221220,猿江恩賜公園,900-1100,8,8,1.0
20221221,猿江恩賜公園,900-1100,8,0,0.0
20221215,猿江恩賜公園,1100-1300,8,5,0.625
20221216,猿江恩賜公園,1100-1300,8,12,1.5
20221217,猿江恩賜公園,1100-1300,8,100,12.5
20221218,猿江恩賜公園,1100-1300,8,132,16.5
20221219,猿江恩賜公園,1100-1300,8,44,5.5
20221220,猿江恩賜公園,1100-1300,8,9,1.125
20221221,猿江恩賜公園,1100-1300,8,2,0.25
20221215,猿江恩賜公園,1300-1500,8,1,0.125
20221216,猿江恩賜公園,1300-1500,8,9,1.125
20221217,猿江恩賜公園,1300-1500,8,137,17.125
20221218,猿江恩賜公園,1300-1500,8,145,18.125
20221219,猿江恩賜公園,1300-1500,8,3,0.375
20221220,猿江恩賜公園,1300-1500,8,9,1.125
20221221,猿江恩賜公園,1300-1500,8,20,2.5
20221215,猿江恩賜公園,1500-1700,8,3,0.375
20221216,猿江恩賜公園,1500-1700,8,1,0.125
20221217,猿江恩賜公園,1500-1700,8,126,15.75
20221218,猿江恩賜公園,1500-1700,8,104,13.0
20221219,猿江恩賜公園,1500-1700,8,3,0.375
20221220,猿江恩賜公園,1500-1700,8,3,0.375
20221221,猿江恩賜公園,1500-1700,8,9,1.125
20221215,猿江恩賜公園,1700-1900,8,19,2.375
20221216,猿江恩賜公園,1700-1900,8,14,1.75
20221217,猿江恩賜公園,1700-1900,8,44,5.5
20221218,猿江恩賜公園,1700-1900,8,48,6.0
20221219,猿江恩賜公園,1700-1900,8,7,0.875
20221220,猿江恩賜公園,1700-1900,8,7,0.875
20221221,猿江恩賜公園,1700-1900,8,7,0.875
20221215,猿江恩賜公園,1900-2100,8,30,3.75
20221216,猿江恩賜公園,1900-2100,8,30,3.75
20221217,猿江恩賜公園,1900-2100,8,47,5.875
20221218,猿江恩賜公園,1900-2100,8,10,1.25
20221219,猿江恩賜公園,1900-2100,8,11,1.375
20221220,猿江恩賜公園,1900-2100,8,31,3.875
20221221,猿江恩賜公園,1900-2100,8,62,7.75
20221222,猿江恩賜公園,900-1100,8,0,0.0
20221223,猿江恩賜公園,900-1100,8,1,0.125
20221224,猿江恩賜公園,900-1100,8,86,10.75
20221225,猿江恩賜公園,900-1100,8,60,7.5
20221226,猿江恩賜公園,900-1100,8,4,0.5
20221227,猿江恩賜公園,900-1100,8,11,1.375
20221228,猿江恩賜公園,900-1100,8,1,0.125
20221222,猿江恩賜公園,1100-1300,8,4,0.5
20221223,猿江恩賜公園,1100-1300,8,6,0.75
20221224,猿江恩賜公園,1100-1300,8,97,12.125
20221225,猿江恩賜公園,1100-1300,8,75,9.375
20221226,猿江恩賜公園,1100-1300,8,5,0.625
20221227,猿江恩賜公園,1100-1300,8,6,0.75
20221228,猿江恩賜公園,1100-1300,8,8,1.0
20221222,猿江恩賜公園,1300-1500,8,14,1.75
20221223,猿江恩賜公園,1300-1500,8,3,0.375
20221224,猿江恩賜公園,1300-1500,8,120,15.0
20221225,猿江恩賜公園,1300-1500,8,87,10.875
20221226,猿江恩賜公園,1300-1500,8,2,0.25
20221227,猿江恩賜公園,1300-1500,8,2,0.25
20221228,猿江恩賜公園,1300-1500,8,13,1.625
20221222,猿江恩賜公園,1500-1700,8,10,1.25
20221223,猿江恩賜公園,1500-1700,8,12,1.5
20221224,猿江恩賜公園,1500-1700,8,35,4.375
20221225,猿江恩賜公園,1500-1700,8,31,3.875
20221226,猿江恩賜公園,1500-1700,8,2,0.25
20221227,猿江恩賜公園,1500-1700,8,3,0.375
20221228,猿江恩賜公園,1500-1700,8,7,0.875
20221222,猿江恩賜公園,1700-1900,8,22,2.75
20221223,猿江恩賜公園,1700-1900,8,6,0.75
20221224,猿江恩賜公園,1700-1900,8,7,0.875
20221225,猿江恩賜公園,1700-1900,8,17,2.125
20221226,猿江恩賜公園,1700-1900,8,4,0.5
20221227,猿江恩賜公園,1700-1900,8,5,0.625
20221228,猿江恩賜公園,1700-1900,8,1,0.125
20221222,猿江恩賜公園,1900-2100,8,41,5.125
20221223,猿江恩賜公園,1900-2100,8,13,1.625
20221224,猿江恩賜公園,1900-2100,8,4,0.5
20221225,猿江恩賜公園,1900-2100,8,2,0.25
20221226,猿江恩賜公園,1900-2100,8,10,1.25
20221227,猿江恩賜公園,1900-2100,8,24,3.0
20221228,猿江恩賜公園,1900-2100,8,11,1.375
20221229,猿江恩賜公園,900-1100,8,18,2.25
20221230,猿江恩賜公園,900-1100,8,11,1.375
20221229,猿江恩賜公園,1100-1300,8,50,6.25
20221230,猿江恩賜公園,1100-1300,8,60,7.5
20221229,猿江恩賜公園,1300-1500,8,22,2.75
20221230,猿江恩賜公園,1300-1500,8,34,4.25
20221229,猿江恩賜公園,1500-1700,8,18,2.25
20221230,猿江恩賜公園,1500-1700,8,23,2.875
20221229,猿江恩賜公園,1700-1900,8,11,1.375
20221230,猿江恩賜公園,1700-1900,8,16,2.0
20221229,猿江恩賜公園,1900-2100,8,12,1.5
20221230,猿江恩賜公園,1900-2100,8,3,0.375
20221201,亀戸中央公園,900-1100,4,1,0.25
20221202,亀戸中央公園,900-1100,4,1,0.25
20221203,亀戸中央公園,900-1100,4,31,7.75
20221204,亀戸中央公園,900-1100,4,43,10.75
20221205,亀戸中央公園,900-1100,4,0,0.0
20221206,亀戸中央公園,900-1100,4,1,0.25
20221207,亀戸中央公園,900-1100,4,0,0.0
20221201,亀戸中央公園,1100-1300,4,0,0.0
20221202,亀戸中央公園,1100-1300,4,1,0.25
20221203,亀戸中央公園,1100-1300,4,64,16.0
20221204,亀戸中央公園,1100-1300,4,29,7.25
20221205,亀戸中央公園,1100-1300,4,0,0.0
20221206,亀戸中央公園,1100-1300,4,2,0.5
20221207,亀戸中央公園,1100-1300,4,0,0.0
20221201,亀戸中央公園,1300-1500,4,0,0.0
20221202,亀戸中央公園,1300-1500,4,1,0.25
20221203,亀戸中央公園,1300-1500,4,48,12.0
20221204,亀戸中央公園,1300-1500,4,53,13.25
20221205,亀戸中央公園,1300-1500,4,0,0.0
20221206,亀戸中央公園,1300-1500,4,2,0.5
20221207,亀戸中央公園,1300-1500,4,0,0.0
