date,park,time,courts,applications,ratio
20220903,芝公園,1700-1900,3,24,8.0
20220904,芝公園,1700-1900,3,61,20.333333333333332
20220905,芝公園,1700-1900,3,10,3.3333333333333335
20220906,芝公園,1700-1900,3,4,1.3333333333333333
20220907,芝公園,1700-1900,3,3,1.0
20220901,芝公園,1900-2100,3,10,3.3333333333333335
20220902,芝公園,1900-2100,3,15,5.0
20220903,芝公園,1900-2100,3,15,5.0
20220904,芝公園,1900-2100,3,16,5.333333333333333
20220905,芝公園,1900-2100,3,13,4.333333333333333
20220906,芝公園,1900-2100,3,14,4.666666666666667
20220907,芝公園,1900-2100,3,13,4.333333333333333
20220908,芝公園,900-1100,3,9,3.0
20220909,芝公園,900-1100,3,8,2.6666666666666665
20220910,芝公園,900-1100,3,51,17.0
20220913,芝公園,900-1100,3,7,2.3333333333333335
20220914,芝公園,900-1100,3,12,4.0
20220908,芝公園,1100-1300,3,7,2.3333333333333335
20220909,芝公園,1100-1300,3,10,3.3333333333333335
20220910,芝公園,1100-1300,3,35,11.666666666666666
20220913,芝公園,1100-1300,3,13,4.333333333333333
20220914,芝公園,1100-1300,3,7,2.3333333333333335
20220908,芝公園,1300-1500,3,7,2.3333333333333335
20220909,芝公園,1300-1500,3,5,1.6666666666666667
20220910,芝公園,1300-1500,3,63,21.0
20220912,芝公園,1300-1500,3,6,2.0
20220913,芝公園,1300-1500,3,17,5.666666666666667
20220914,芝公園,1300-1500,3,6,2.0
20220908,芝公園,1500-1700,3,7,2.3333333333333335
20220909,芝公園,1500-1700,3,16,5.333333333333333
20220910,芝公園,1500-1700,3,44,14.666666666666666
20220912,芝公園,1500-1700,3,16,5.333333333333333
20220913,芝公園,1500-1700,3,15,5.0
20220914,芝公園,1500-1700,3,11,3.6666666666666665
20220908,芝公園,1700-1900,3,7,2.3333333333333335
20220909,芝公園,1700-1900,3,12,4.0
20220910,芝公園,1700-1900,3,33,11.0
20220911,芝公園,1700-1900,3,18,6.0
20220912,芝公園,1700-1900,3,5,1.6666666666666667
20220913,芝公園,1700-1900,3,6,2.0
20220914,芝公園,1700-1900,3,7,2.3333333333333335
20220908,芝公園,1900-2100,3,15,5.0
20220909,芝公園,1900-2100,3,33,11.0
20220910,芝公園,1900-2100,3,23,7.666666666666667
20220911,芝公園,1900-2100,3,17,5.666666666666667
20220912,芝公園,1900-2100,3,18,6.0
20220913,芝公園,1900-2100,3,14,4.666666666666667
20220914,芝公園,1900-2100,3,14,4.666666666666667
20220915,芝公園,900-1100,3,13,4.333333333333333
20220916,芝公園,900-1100,3,9,3.0
20220917,芝公園,900-1100,3,39,13.0
20220918,芝公園,900-1100,3,45,15.0
20220919,芝公園,900-1100,3,17,5.666666666666667
20220920,芝公園,900-1100,3,7,2.3333333333333335
20220915,芝公園,1100-1300,3,8,2.6666666666666665
20220916,芝公園,1100-1300,3,23,7.666666666666667
20220917,芝公園,1100-1300,3,43,14.333333333333334
20220918,芝公園,1100-1300,3,37,12.333333333333334
20220919,芝公園,1100-1300,3,31,10.333333333333334
20220920,芝公園,1100-1300,3,18,6.0
20220915,芝公園,1300-1500,3,7,2.3333333333333335
20220916,芝公園,1300-1500,3,19,6.333333333333333
20220917,芝公園,1300-1500,3,37,12.333333333333334
20220918,芝公園,1300-1500,3,34,11.333333333333334
20220919,芝公園,1300-1500,3,20,6.666666666666667
20220920,芝公園,1300-1500,3,7,2.3333333333333335
20220915,芝公園,1500-1700,3,5,1.6666666666666667
20220916,芝公園,1500-1700,3,36,12.0
20220917,芝公園,1500-1700,3,75,25.0
20220918,芝公園,1500-1700,3,33,11.0
20220919,芝公園,1500-1700,3,24,8.0
20220915,芝公園,1700-1900,3,7,2.3333333333333335
20220916,芝公園,1700-1900,3,8,2.6666666666666665
20220917,芝公園,1700-1900,3,45,15.0
20220918,芝公園,1700-1900,3,23,7.666666666666667
20220919,芝公園,1700-1900,3,16,5.333333333333333
20220921,芝公園,1700-1900,3,19,6.333333333333333
20220915,芝公園,1900-2100,3,17,5.666666666666667
20220916,芝公園,1900-2100,3,32,10.666666666666666
20220917,芝公園,1900-2100,3,25,8.333333333333334
20220918,芝公園,1900-2100,3,14,4.666666666666667
20220919,芝公園,1900-2100,3,13,4.333333333333333
20220921,芝公園,1900-2100,3,22,7.333333333333333
20220922,芝公園,900-1100,3,10,3.3333333333333335
20220923,芝公園,900-1100,3,22,7.333333333333333
20220924,芝公園,900-1100,3,28,9.333333333333334
20220925,芝公園,900-1100,3,53,17.666666666666668
20220927,芝公園,900-1100,3,5,1.6666666666666667
20220928,芝公園,900-1100,3,15,5.0
20220922,芝公園,1100-1300,3,15,5.0
20220923,芝公園,1100-1300,3,30,10.0
20220924,芝公園,1100-1300,3,26,8.666666666666666
20220925,芝公園,1100-1300,3,64,21.333333333333332
20220927,芝公園,1100-1300,3,15,5.0
20220928,芝公園,1100-1300,3,10,3.3333333333333335
20220922,芝公園,1300-1500,3,10,3.3333333333333335
20220923,芝公園,1300-1500,3,30,10.0
20220924,芝公園,1300-1500,3,30,10.0
20220925,芝公園,1300-1500,3,36,12.0
20220926,芝公園,1300-1500,3,15,5.0
20220927,芝公園,1300-1500,3,7,2.3333333333333335
20220928,芝公園,1300-1500,3,10,3.3333333333333335
20220922,芝公園,1500-1700,3,7,2.3333333333333335
20220923,芝公園,1500-1700,3,25,8.333333333333334
20220924,芝公園,1500-1700,3,39,13.0
20220925,芝公園,1500-1700,3,40,13.333333333333334
20220926,芝公園,1500-1700,3,20,6.666666666666667
20220927,芝公園,1500-1700,3,15,5.0
20220928,芝公園,1500-1700,3,5,1.6666666666666667
20220922,芝公園,1700-1900,3,6,2.0
20220923,芝公園,1700-1900,3,20,6.666666666666667
20220924,芝公園,1700-1900,3,25,8.333333333333334
20220925,芝公園,1700-1900,3,35,11.666666666666666
20220926,芝公園,1700-1900,3,6,2.0
20220927,芝公園,1700-1900,3,4,1.3333333333333333
20220928,芝公園,1700-1900,3,5,1.6666666666666667
20220922,芝公園,1900-2100,3,35,11.666666666666666
20220923,芝公園,1900-2100,3,19,6.333333333333333
20220924,芝公園,1900-2100,3,18,6.0
20220925,芝公園,1900-2100,3,22,7.333333333333333
20220926,芝公園,1900-2100,3,21,7.0
20220927,芝公園,1900-2100,3,21,7.0
20220928,芝公園,1900-2100,3,35,11.666666666666666
20220929,芝公園,900-1100,3,9,3.0
20220930,芝公園,900-1100,3,7,2.3333333333333335
20220929,芝公園,1100-1300,3,9,3.0
20220930,芝公園,1100-1300,3,11,3.6666666666666665
20220929,芝公園,1300-1500,3,9,3.0
20220930,芝公園,1300-1500,3,8,2.6666666666666665
20220929,芝公園,1500-1700,3,5,1.6666666666666667
20220930,芝公園,1500-1700,3,28,9.333333333333334
20220929,芝公園,1700-1900,3,5,1.6666666666666667
20220930,芝公園,1700-1900,3,7,2.3333333333333335
20220929,芝公園,1900-2100,3,11,3.6666666666666665
20220930,芝公園,1900-2100,3,59,19.666666666666668
20220902,猿江恩賜公園,900-1100,8,1,0.125
20220903,猿江恩賜公園,900-1100,8,86,10.75
20220904,猿江恩賜公園,900-1100,8,176,22.0
20220905,猿江恩賜公園,900-1100,8,21,2.625
20220906,猿江恩賜公園,900-1100,8,16,2.0
20220907,猿江恩賜公園,900-1100,8,2,0.25
20220901,猿江恩賜公園,1100-1300,8,5,0.625
20220902,猿江恩賜公園,1100-1300,8,2,0.25
20220903,猿江恩賜公園,1100-1300,8,60,7.5
20220904,猿江恩賜公園,1100-1300,8,98,12.25
20220905,猿江恩賜公園,1100-1300,8,11,1.375
20220906,猿江恩賜公園,1100-1300,8,5,0.625
20220907,猿江恩賜公園,1100-1300,8,0,0.0
20220901,猿江恩賜公園,1300-1500,8,1,0.125
20220902,猿江恩賜公園,1300-1500,8,22,2.75
20220903,猿江恩賜公園,1300-1500,8,73,9.125
20220904,猿江恩賜公園,1300-1500,8,61,7.625
20220905,猿江恩賜公園,1300-1500,8,6,0.75
20220906,猿江恩賜公園,1300-1500,8,18,2.25
20220907,猿江恩賜公園,1300-1500,8,0,0.0
20220901,猿江恩賜公園,1500-1700,8,1,0.125
20220902,猿江恩賜公園,1500-1700,8,16,2.0
20220903,猿江恩賜公園,1500-1700,8,101,12.625
20220904,猿江恩賜公園,1500-1700,8,48,6.0
20220905,猿江恩賜公園,1500-1700,8,6,0.75
20220906,猿江恩賜公園,1500-1700,8,10,1.25
20220907,猿江恩賜公園,1500-1700,8,0,0.0
20220901,猿江恩賜公園,1700-1900,8,4,0.5
20220902,猿江恩賜公園,1700-1900,8,2,0.25
20220903,猿江恩賜公園,1700-1900,8,77,9.625
20220904,猿江恩賜公園,1700-1900,8,42,5.25
20220905,猿江恩賜公園,1700-1900,8,5,0.625
20220906,猿江恩賜公園,1700-1900,8,3,0.375
20220907,猿江恩賜公園,1700-1900,8,3,0.375
20220901,猿江恩賜公園,1900-2100,8,20,2.5
20220902,猿江恩賜公園,1900-2100,8,21,2.625
20220903,猿江恩賜公園,1900-2100,8,74,9.25
20220904,猿江恩賜公園,1900-2100,8,25,3.125
20220905,猿江恩賜公園,1900-2100,8,9,1.125
20220906,猿江恩賜公園,1900-2100,8,20,2.5
20220907,猿江恩賜公園,1900-2100,8,54,6.75
20220908,猿江恩賜公園,900-1100,8,1,0.125
20220909,猿江恩賜公園,900-1100,8,6,0.75
20220910,猿江恩賜公園,900-1100,8,113,14.125
20220911,猿江恩賜公園,900-1100,8,123,15.375
20220912,猿江恩賜公園,900-1100,8,6,0.75
20220913,猿江恩賜公園,900-1100,8,16,2.0
20220914,猿江恩賜公園,900-1100,8,2,0.25
20220908,猿江恩賜公園,1100-1300,8,21,2.625
20220909,猿江恩賜公園,1100-1300,8,7,0.875
20220910,猿江恩賜公園,1100-1300,8,81,10.125
20220911,猿江恩賜公園,1100-1300,8,90,11.25
20220912,猿江恩賜公園,1100-1300,8,7,0.875
20220913,猿江恩賜公園,1100-1300,8,5,0.625
20220914,猿江恩賜公園,1100-1300,8,7,0.875
20220908,猿江恩賜公園,1300-1500,8,11,1.375
20220909,猿江恩賜公園,1300-1500,8,25,3.125
20220910,猿江恩賜公園,1300-1500,8,85,10.625
20220911,猿江恩賜公園,1300-1500,8,93,11.625
20220912,猿江恩賜公園,1300-1500,8,3,0.375
20220913,猿江恩賜公園,1300-1500,8,8,1.0
20220914,猿江恩賜公園,1300-1500,8,3,0.375
20220908,猿江恩賜公園,1500-1700,8,9,1.125
20220909,猿江恩賜公園,1500-1700,8,10,1.25
20220910,猿江恩賜公園,1500-1700,8,97,12.125
20220911,猿江恩賜公園,1500-1700,8,95,11.875
20220912,猿江恩賜公園,1500-1700,8,7,0.875
20220913,猿江恩賜公園,1500-1700,8,11,1.375
20220914,猿江恩賜公園,1500-1700,8,6,0.75
20220908,猿江恩賜公園,1700-1900,8,6,0.75
20220909,猿江恩賜公園,1700-1900,8,4,0.5
20220910,猿江恩賜公園,1700-1900,8,95,11.875
20220911,猿江恩賜公園,1700-1900,8,56,7.0
20220912,猿江恩賜公園,1700-1900,8,24,3.0
20220913,猿江恩賜公園,1700-1900,8,16,2.0
20220914,猿江恩賜公園,1700-1900,8,7,0.875
20220908,猿江恩賜公園,1900-2100,8,29,3.625
20220909,猿江恩賜公園,1900-2100,8,24,3.0
20220910,猿江恩賜公園,1900-2100,8,88,11.0
20220911,猿江恩賜公園,1900-2100,8,37,4.625
20220912,猿江恩賜公園,1900-2100,8,11,1.375
20220913,猿江恩賜公園,1900-2100,8,12,1.5
20220914,猿江恩賜公園,1900-2100,8,30,3.75
20220915,猿江恩賜公園,900-1100,8,4,0.5
20220916,猿江恩賜公園,900-1100,8,4,0.5
20220917,猿江恩賜公園,900-1100,8,110,13.75
20220918,猿江恩賜公園,900-1100,4,64,16.0
20220920,猿江恩賜公園,900-1100,8,13,1.625
20220921,猿江恩賜公園,900-1100,8,6,0.75
20220915,猿江恩賜公園,1100-1300,8,8,1.0
20220916,猿江恩賜公園,1100-1300,8,2,0.25
20220917,猿江恩賜公園,1100-1300,8,70,8.75
20220918,猿江恩賜公園,1100-1300,4,60,15.0
20220920,猿江恩賜公園,1100-1300,8,5,0.625
20220921,猿江恩賜公園,1100-1300,8,5,0.625
20220915,猿江恩賜公園,1300-1500,8,4,0.5
20220916,猿江恩賜公園,1300-1500,8,8,1.0
20220917,猿江恩賜公園,1300-1500,8,63,7.875
20220918,猿江恩賜公園,1300-1500,4,74,18.5
20220920,猿江恩賜公園,1300-1500,8,1,0.125
20220921,猿江恩賜公園,1300-1500,8,6,0.75
20220915,猿江恩賜公園,1500-1700,8,2,0.25
20220916,猿江恩賜公園,1500-1700,8,3,0.375
20220917,猿江恩賜公園,1500-1700,8,89,11.125
20220918,猿江恩賜公園,1500-1700,4,54,13.5
20220920,猿江恩賜公園,1500-1700,8,2,0.25
20220921,猿江恩賜公園,1500-1700,8,21,2.625
20220915,猿江恩賜公園,1700-1900,8,2,0.25
20220916,猿江恩賜公園,1700-1900,8,4,0.5
20220917,猿江恩賜公園,1700-1900,8,90,11.25
20220918,猿江恩賜公園,1700-1900,4,43,10.75
20220920,猿江恩賜公園,1700-1900,8,9,1.125
20220921,猿江恩賜公園,1700-1900,8,21,2.625
20220915,猿江恩賜公園,1900-2100,8,38,4.75
20220916,猿江恩賜公園,1900-2100,8,34,4.25
20220917,猿江恩賜公園,1900-2100,8,44,5.5
20220918,猿江恩賜公園,1900-2100,4,32,8.0
20220919,猿江恩賜公園,1900-2100,8,12,1.5
20220920,猿江恩賜公園,1900-2100,8,13,1.625
20220921,猿江恩賜公園,1900-2100,8,53,6.625
20220922,猿江恩賜公園,900-1100,8,0,0.0
20220923,猿江恩賜公園,900-1100,8,35,4.375
20220924,猿江恩賜公園,900-1100,8,46,5.75
20220925,猿江恩賜公園,900-1100,4,84,21.0
20220926,猿江恩賜公園,900-1100,8,38,4.75
20220927,猿江恩賜公園,900-1100,8,13,1.625
20220928,猿江恩賜公園,900-1100,8,6,0.75
20220922,猿江恩賜公園,1100-1300,8,15,1.875
20220923,猿江恩賜公園,1100-1300,8,48,6.0
20220924,猿江恩賜公園,1100-1300,8,60,7.5
20220925,猿江恩賜公園,1100-1300,4,61,15.25
20220926,猿江恩賜公園,1100-1300,8,25,3.125
20220927,猿江恩賜公園,1100-1300,8,5,0.625
20220928,猿江恩賜公園,1100-1300,8,6,0.75
20220922,猿江恩賜公園,1300-1500,8,9,1.125
20220923,猿江恩賜公園,1300-1500,8,49,6.125
20220924,猿江恩賜公園,1300-1500,8,36,4.5
20220925,猿江恩賜公園,1300-1500,4,42,10.5
20220926,猿江恩賜公園,1300-1500,8,9,1.125
20220927,猿江恩賜公園,1300-1500,8,26,3.25
20220928,猿江恩賜公園,1300-1500,8,3,0.375
20220922,猿江恩賜公園,1500-1700,8,9,1.125
20220923,猿江恩賜公園,1500-1700,8,86,10.75
20220924,猿江恩賜公園,1500-1700,8,47,5.875
20220925,猿江恩賜公園,1500-1700,4,51,12.75
20220926,猿江恩賜公園,1500-1700,8,1,0.125
20220927,猿江恩賜公園,1500-1700,8,10,1.25
20220928,猿江恩賜公園,1500-1700,8,10,1.25
20220922,猿江恩賜公園,1700-1900,8,4,0.5
20220923,猿江恩賜公園,1700-1900,8,77,9.625
20220924,猿江恩賜公園,1700-1900,8,39,4.875
20220925,猿江恩賜公園,1700-1900,4,43,10.75
20220926,猿江恩賜公園,1700-1900,8,10,1.25
20220927,猿江恩賜公園,1700-1900,8,4,0.5
20220928,猿江恩賜公園,1700-1900,8,16,2.0
20220922,猿江恩賜公園,1900-2100,8,45,5.625
20220923,猿江恩賜公園,1900-2100,8,25,3.125
20220924,猿江恩賜公園,1900-2100,8,49,6.125
20220925,猿江恩賜公園,1900-2100,4,24,6.0
20220926,猿江恩賜公園,1900-2100,8,19,2.375
20220927,猿江恩賜公園,1900-2100,8,30,3.75
20220928,猿江恩賜公園,1900-2100,8,27,3.375
20220929,猿江恩賜公園,900-1100,8,0,0.0
20220930,猿江恩賜公園,900-1100,8,4,0.5
20220929,猿江恩賜公園,1100-1300,8,9,1.125
20220930,猿江恩賜公園,1100-1300,8,4,0.5
20220929,猿江恩賜公園,1300-1500,8,5,0.625
20220930,猿江恩賜公園,1300-1500,8,12,1.5
20220929,猿江恩賜公園,1500-1700,8,3,0.375
20220930,猿江恩賜公園,1500-1700,8,11,1.375
20220929,猿江恩賜公園,1700-1900,8,2,0.25
20220930,猿江恩賜公園,1700-1900,8,10,1.25
20220929,猿江恩賜公園,1900-2100,8,44,5.5
20220930,猿江恩賜公園,1900-2100,8,40,5.0
20220901,亀戸中央公園,900-1100,4,0,0.0
20220902,亀戸中央公園,900-1100,4,2,0.5
20220903,亀戸中央公園,900-1100,4,31,7.75
20220904,亀戸中央公園,900-1100,4,47,11.75
20220905,亀戸中央公園,900-1100,4,1,0.25
20220906,亀戸中央公園,900-1100,4,1,0.25
20220907,亀戸中央公園,900-1100,4,0,0.0
20220901,亀戸中央公園,1100-1300,4,0,0.0
20220902,亀戸中央公園,1100-1300,4,1,0.25
20220903,亀戸中央公園,1100-1300,4,21,5.25
20220904,亀戸中央公園,1100-1300,4,33,8.25
20220905,亀戸中央公園,1100-1300,4,0,0.0
20220906,亀戸中央公園,1100-1300,4,3,0.75
20220907,亀戸中央公園,1100-1300,4,0,0.0
20220901,亀戸中央公園,1300-1500,4,0,0.0
20220902,亀戸中央公園,1300-1500,4,1,0.25
20220903,亀戸中央公園,1300-1500,4,23,5.75
20220904,亀戸中央公園,1300-1500,4,25,6.25
20220905,亀戸中央公園,1300-1500,4,0,0.0
20220906,亀戸中央公園,1300-1500,4,0,0.0
